"SERIAL_CRASH","MONTH","HOUR","HARM_EV","HARM_EVNAME","TYPE_OF_COLLIOSION","NUM_OF_PEOPLE","MOD_YEAR","VPICMAKENAME","VPICMODELNAME","TRAV_SP","DEFORMEDNAME","DEATHS","DR_DRINK","IS_DRIVER_PRESENT","L_TYPENAME","L_STATUSNAME","SPEEDRELNAME","VSPD_LIM","VSURCONDNAME","P_CRASH1NAME","P_CRASH2NAME","P_CRASH3NAME","PCRASH4NAME","PCRASH5NAME","BODY_STYLE","BLIND_SPOT_DETECTION","ARS","FRNT_COLLISION_WARNING","LANE_DEPARTURE_WARNING","CRASH_IMMINENT_BRAKE","DYNAMIC_BRAKE_SUPPORT","NHTSA_ESC","SAFETY_COUNT","notification_count"
482429,8,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"FORD","EXPLORER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Successful Avoidance Maneuver to a Previous Critical Event","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","SUV",1,0,1,1,1,1,0,6,3
482431,8,17,12,"Motor Vehicle In-Transport","Angle",1,2021,"CHEVROLET","COLORADO",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",75,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",0,1,1,1,2,2,0,1,2
482433,8,7,12,"Motor Vehicle In-Transport","Angle",4,2018,"HONDA","ODYSSEY",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",60,"Dry","Negotiating a Curve","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","VAN",1,1,1,0,2,2,0,1,2
482433,8,7,12,"Motor Vehicle In-Transport","Angle",1,2014,"NISSAN","370Z",998,"Damage Reported, Extent Unknown",1,0,1,"Intermediate Driver License","Valid","No",60,"Dry","Passing or Overtaking Another Vehicle","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","2 DR",0,0,0,0,0,0,1,1,0
482437,8,0,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",5,2017,"DODGE","GRAND CARAVAN",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","VAN",0,0,0,0,0,0,0,0,0
482440,8,11,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2017,"TOYOTA","COROLLA",998,"Disabling Damage",2,0,1,"Full Driver License","Valid","No",65,"Dry","Decelerating in Road","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,2,2,0,2,2
482441,8,18,12,"Motor Vehicle In-Transport","Front-to-Front",1,2012,"CHEVROLET","MALIBU",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,2,0
482442,8,21,12,"Motor Vehicle In-Transport","Front-to-Front",1,2019,"TOYOTA","TACOMA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",1,1,1,1,1,1,0,5,3
482444,8,0,12,"Motor Vehicle In-Transport","Angle",1,2012,"KIA","RIO",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,1,2,0
482448,8,22,12,"Motor Vehicle In-Transport","Angle",1,2014,"VOLKSWAGEN","JETTA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
482451,8,11,12,"Motor Vehicle In-Transport","Front-to-Front",1,2011,"NISSAN","SENTRA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","From opposite direction  over left lane line","Steering left","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,1,0,0,0,0,1,2,0
482454,8,23,46,"Traffic Signal Support","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"MERCEDES-BENZ","C-CLASS",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","End departure","Unknown/Not Reported","Tracking","Departed roadway","4 DR",1,1,1,1,2,2,0,2,3
482467,8,11,12,"Motor Vehicle In-Transport","Angle",1,2012,"TOYOTA","YARIS",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Stopped in Roadway","Other critical precrash event (specify:)","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
482474,7,17,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2017,"CHEVROLET","CRUZE",0,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",45,"Dry","Stopped in Roadway","From adjacent lane (same direction) over right lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,0,0,0,0,2,1
482484,8,0,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"VOLKSWAGEN","JETTA",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,2,2,0,2,3
482491,8,21,12,"Motor Vehicle In-Transport","Angle",1,2014,"TOYOTA","AVALON",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,0,1,0,2,2,1,1,2
482492,8,5,12,"Motor Vehicle In-Transport","Angle",1,2015,"NISSAN","ROGUE",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,1,0,0,0,0,3
482500,8,7,12,"Motor Vehicle In-Transport","Angle",1,2020,"CHEVROLET","TAHOE",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",75,"Dry","Negotiating a Curve","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,0,2,2,0,0,1
482501,8,7,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2016,"CHEVROLET","MALIBU",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Traveling in same direction with lower steady speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,2,2,0,2,2
482503,8,0,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2020,"TOYOTA","HIGHLANDER",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
482508,8,19,12,"Motor Vehicle In-Transport","Angle",1,2015,"DODGE","CHARGER",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Turning Left","Turning Left","No Avoidance Maneuver","Tracking","Stayed on roadway, but left original travel lane","4 DR",1,1,1,0,0,0,0,1,2
482520,9,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"BUICK","ENCORE GX",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
482531,8,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"NISSAN","ARMADA",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,1,2,2,0,0,2
482532,8,13,12,"Motor Vehicle In-Transport","Angle",2,2021,"KIA","SPORTAGE",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",60,"Dry","Making a U-turn","Making a U-Turn","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,2,1,1,1,1,0,4,2
482533,8,18,12,"Motor Vehicle In-Transport","Angle",1,2020,"CHEVROLET","TRAX",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Crossing Over (Passing Through) Junction","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,1,0,0,0,2,1
482536,9,9,12,"Motor Vehicle In-Transport","Angle",1,2017,"MERCEDES-BENZ","GLC-CLASS",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",75,"Dry","Making a U-turn","Making a U-Turn","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","SUV",1,1,1,0,1,1,0,4,2
482539,8,0,1,"Rollover/Overturn","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"TOYOTA","RAV4",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",50,"Dry","Negotiating a Curve","Other critical precrash event (specify:)","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,1,2,2,0,1,1
482541,9,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"FORD","EXPLORER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,0,1,0,0,1,1,2
482547,9,18,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2023,"KIA","SPORTAGE",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Decelerating in Road","Other critical precrash event (specify:)","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,2,1,1,1,1,0,4,2
482549,9,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2011,"FORD","MUSTANG",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","C",0,1,0,0,0,0,1,2,0
482557,9,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"FORD","BRONCO",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","2DR",1,0,1,1,1,1,0,6,3
482566,8,4,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2018,"TOYOTA","RAV4",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,5,3
482571,9,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"TOYOTA","RAV4",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
482576,8,12,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"HYUNDAI","ELANTRA",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedalcyclist or other non-motorist approaching road","Steering left","Tracking","Stayed in original travel lane","4 DR",1,2,1,1,1,1,0,5,3
482579,9,8,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"DODGE","CHARGER",998,"Not Reported",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,0,0,0,1,1
482582,9,20,12,"Motor Vehicle In-Transport","Front-to-Rear",3,2019,"BMW","X7",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",75,"Dry","Going Straight","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,7,3
482584,8,1,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"HONDA","HR-V",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","Steering right","Tracking","Stayed on roadway, but left original travel lane","SUV",0,1,1,0,2,2,0,1,1
482588,8,4,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"FORD","ESCAPE",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",75,"Dry","Successful Avoidance Maneuver to a Previous Critical Event","Pedestrian in road","Steering left","Tracking","Stayed in original travel lane","SUV",0,0,1,0,0,0,0,1,1
482591,9,5,12,"Motor Vehicle In-Transport","Front-to-Front",1,2020,"KIA","RIO",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",60,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,2,1,0,2,2,0,0,1
482593,9,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2013,"FORD","EXPEDITION",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","EXTENDED SUV",0,0,0,0,0,0,1,1,0
482607,8,18,12,"Motor Vehicle In-Transport","Front-to-Front",1,2022,"MAZDA","CX-30",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","SUV",0,1,1,1,1,1,0,6,2
482613,9,12,12,"Motor Vehicle In-Transport","Angle",1,2022,"JEEP","GRAND CHEROKEE",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",75,"Dry","Going Straight","Other vehicle stopped","Braking and steering right","Skidding longitudinally  rotation less than 30 degrees","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,7,3
482618,8,23,12,"Motor Vehicle In-Transport","Front-to-Front",2,2018,"CHEVROLET","CAMARO",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","C",1,1,0,0,0,0,0,2,1
482621,9,12,12,"Motor Vehicle In-Transport","Angle",2,2019,"CHEVROLET","IMPALA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","4 DR",1,1,0,0,2,0,0,2,1
482626,9,10,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2019,"TOYOTA","CAMRY",0,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",35,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,5,3
482631,9,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2020,"CHEVROLET","COLORADO",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",0,1,1,1,0,0,0,1,2
482635,9,11,12,"Motor Vehicle In-Transport","Angle",1,2018,"HYUNDAI","ELANTRA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,2,1,1,2,2,0,0,2
482635,9,11,12,"Motor Vehicle In-Transport","Angle",1,2020,"RAM","1500",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",1,0,1,0,2,2,0,0,2
482647,9,1,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2013,"DODGE","DURANGO",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,0,0,2,2,1,2,1
482654,8,6,12,"Motor Vehicle In-Transport","Angle",1,2016,"HONDA","CR-V",998,"Damage Reported, Extent Unknown",1,0,1,"Intermediate Driver License","Valid","No",70,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,0,2,2,0,1,0
482657,9,11,24,"Guardrail Face","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"CADILLAC","CT5",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the left side","Unknown/Not Reported","Tracking","Departed roadway","4 DR",1,1,1,1,1,1,0,6,3
482659,8,20,12,"Motor Vehicle In-Transport","Angle",1,2020,"HONDA","HR-V",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,2,2,0,1,2
482660,9,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"TOYOTA","COROLLA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,1,1,0,6,3
482665,9,20,15,"Non-Motorist on Personal Conveyance","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"BUICK","ENCORE",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,1,1,1,0,0,0,2,3
482668,9,14,58,"Ground","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"FORD","FUSION",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","4 DR",0,1,0,0,0,0,0,1,0
482670,9,16,18,"Other Object (not fixed)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"HONDA","ACCORD",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Object in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,6,2
482684,9,5,12,"Motor Vehicle In-Transport","Angle",1,2022,"CHEVROLET","COLORADO",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/CC",0,1,1,0,2,2,0,1,1
482686,9,18,12,"Motor Vehicle In-Transport","Angle",4,2018,"TOYOTA","TUNDRA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Unknown","From crossing street, intended path not known","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/CC",0,2,1,1,1,1,0,4,2
482686,9,18,12,"Motor Vehicle In-Transport","Angle",1,2019,"JEEP","WRANGLER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Unknown","Unknown travel direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,0,0,0
482686,9,18,12,"Motor Vehicle In-Transport","Angle",2,2015,"TOYOTA","HIGHLANDER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Unknown","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,0,1,2,2,0,1,2
482697,9,17,12,"Motor Vehicle In-Transport","Angle",1,2020,"BUICK","ENVISION",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Negotiating a Curve","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,0,0,2,2,0,2,1
482702,8,9,12,"Motor Vehicle In-Transport","Angle",3,2014,"CHEVROLET","CRUZE",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",75,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,2,0,0,0,0,1,2,0
482710,9,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"FORD","EXPLORER",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,1,0,0,0,1,1
482715,9,3,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"VOLKSWAGEN","JETTA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,2,2,0,1,2
482720,9,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2011,"JEEP","GRAND CHEROKEE",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,0,0,0,1,2,2
482725,9,8,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"HONDA","INSIGHT",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,0,0,0,0,1,2,0
482726,9,20,12,"Motor Vehicle In-Transport","Angle",1,2017,"NISSAN","VERSA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",35,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,0,0,0
482730,9,14,12,"Motor Vehicle In-Transport","Angle",1,2019,"NISSAN","SENTRA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",50,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,0,2,2,0,1,1
482744,9,15,12,"Motor Vehicle In-Transport","Front-to-Front",3,2020,"GMC","YUKON",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,1,2,2,0,1,2
482745,9,9,12,"Motor Vehicle In-Transport","Angle",3,2015,"HYUNDAI","ACCENT",998,"Damage Reported, Extent Unknown",2,0,1,"Full Driver License","Valid","No",70,"Dry","Making a U-turn","Making a U-Turn","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
482751,9,22,12,"Motor Vehicle In-Transport","Not Reported",1,2016,"TOYOTA","CAMRY",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",35,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,2,2,0,1,3
482751,9,22,12,"Motor Vehicle In-Transport","Not Reported",1,2022,"DODGE","CHARGER",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Unknown","Unknown","Unknown/Not Reported","Precrash stability unknown","Unknown","4 DR",0,0,1,0,2,2,0,1,1
482758,9,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"HYUNDAI","SONATA",998,"Minor Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Other actions (specify:)","Tracking","Stayed in original travel lane","4 DR",0,2,0,0,0,0,1,1,0
482760,9,5,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"CHEVROLET","COLORADO",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","PU/EC",0,0,0,0,0,0,1,2,0
482761,9,22,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"RAM","1500",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",75,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/RC",0,1,0,0,0,0,1,2,0
482768,9,6,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2016,"NISSAN","ALTIMA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,0,1,0,2,2,0,0,2
482773,9,14,12,"Motor Vehicle In-Transport","Front-to-Front",1,2017,"NISSAN","TITAN",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",60,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Departed roadway","PU/CC",0,0,0,0,0,0,0,0,0
482773,9,14,12,"Motor Vehicle In-Transport","Front-to-Front",1,2016,"NISSAN","SENTRA",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",60,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Steering right","Tracking","Departed roadway","4 DR",0,0,0,0,2,2,0,0,0
482776,9,14,12,"Motor Vehicle In-Transport","Angle",1,2018,"RAM","1500",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Negotiating a Curve","From driveway, turning into opposite direction","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","PU/RC",0,0,0,0,0,0,0,0,0
482778,9,8,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2021,"GMC","YUKON",0,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,0,1,1,0,5,1
482780,9,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",3,2018,"GMC","YUKON",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",80,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,0,0,2,2,0,2,1
